discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
35429_f1_int2_2010_05_11_comm,35429,œ,0.16000000000000014,5.85,6.01,5,l,ʁ,d,p.l.œ.ʁ,5.73,6.11,l'ampleur,l.ɑ̃.p.l.œ.ʁ,5.52,6.11
57239_f26_int33_2010_05_11_comm,57239,œ,0.08000000000000007,9.23,9.31,2,l,ʁ,a,l.œ.ʁ,9.19,9.4,leur,l.œ.ʁ,9.19,9.4
57239_f18_int25_2010_05_11_comm,57239,œ,0.1599999999999966,54.24,54.4,2,n,f,<SIL>,n.œ.f,54.09,54.55,neuf,n.œ.f,54.09,54.55
85377_f7_int8_2019_04_02_assnat_1540,85377,œ,0.10999999999999945,73.56,73.67,2,b,f,<SIL>,b.œ.f,73.49,73.93,boeufs,b.œ.f,73.49,73.93
49178_f6_int7_2013_02_13_comm_1,49178,œ,0.120000000000001,9.69,9.81,7,s,ʁ,<SIL>,s.œ.ʁ,9.54,10.01,professeurs,p.ʁ.ɔ.f.ɛ.s.œ.ʁ,9.26,10.01
72524_f7_int10_2022_03_29_CH_0-1554,72524,œ,0.05000000000000071,30.34,30.39,2,l,ʁ,ɑ̃,l.œ.ʁ,30.29,30.61,leurs,l.œ.ʁ,30.29,30.61
49178_f23_int34_2013_02_13_comm_1,49178,œ,0.08000000000000007,8.87,8.95,2,l,ʁ,d,l.œ.ʁ,8.82,9.04,l'heure,l.œ.ʁ,8.82,9.04
85377_f7_int8_2019_04_02_assnat_1540,85377,œ,0.10000000000000142,59.94,60.04,3,t,ʁ,i,t.œ.ʁ,59.86,60.08,hauteur,o.t.œ.ʁ,59.79,60.08
87557_f6_int7_20230329_CH_114000,87557,œ,0.16000000000000014,9.64,9.8,7,j,ʁ,ʁ,j.œ.ʁ,9.61,9.84,travailleurs,t.ʁ.a.v.a.j.œ.ʁ,9.28,9.84
ANQ017-15,28553,œ,0.0698412698412767,73.6750566893424,73.74489795918367,9,t,ʁ,p,t.œ.ʁ,73.5952380952381,73.8546485260771,législateurs,l.e.ʒ.i.s.l.a.t.œ.ʁ,73.23605442176871,73.8546485260771
52046_f2_int4_2013_11_06_comm_1,52046,œ,0.25,21.57,21.82,2,l,ʁ,<SIL>,l.œ.ʁ,21.51,21.89,l'heure,l.œ.ʁ,21.51,21.89
ANQ017-1,28553,œ,0.09977324263038412,12.833333333333332,12.933106575963716,11,t,ʁ,k,t.œ.ʁ,12.7734693877551,13.05283446712018,défibrillateur,d.e.f.i.b.ʁ.i.l.a.t.œ.ʁ,12.164852607709747,13.05283446712018
99121_f1_int2_2013_02_15_comm_2,99121,œ,0.0799999999999983,37.33,37.41,2,n,f,m,n.œ.f,37.27,37.53,neuf,n.œ.f,37.27,37.53
35429_f24_int31_2010_05_11_comm,35429,œ,0.129999999999999,31.2,31.33,2,p,v,<SIL>,p.œ.v,31.12,31.51,peuvent,p.œ.v,31.12,31.51
38470_f2_int3_20221208_CH_170017,38470,œ,0.06000000000000227,93.42,93.48,2,l,ʁ,s,l.œ.ʁ,93.35,93.52,leurs,l.œ.ʁ,93.35,93.52
72524_f4_int7_2022_03_29_CH_0-1554,72524,œ,0.14000000000000057,81.74,81.88,4,j,ʁ,a,j.œ.ʁ,81.65,81.94,d'ailleurs,d.a.j.œ.ʁ,81.51,81.94
58291_f4_int5_2011_05_10_assnat,58291,œ,0.0799999999999983,33.54,33.62,6,j,ʁ,d,n.j.œ.ʁ,33.44,33.65,ingénieur,ɛ̃.ʒ.e.n.j.œ.ʁ,33.18,33.65
ANQ077-24,38679,œ,0.06984126984127048,5.799319727891156,5.869160997732426,4,d,ʁ,d,d.œ.ʁ,5.729478458049887,5.919047619047619,leader,l.i.d.œ.ʁ,5.659637188208617,5.919047619047619
98601_f7_int7_2010_09_14_comm,98601,œ,0.0799999999999983,88.12,88.2,6,t,ʁ,d,t.œ.ʁ,88.07,88.27,électeurs,e.l.ɛ.k.t.œ.ʁ,87.84,88.27
53703_f4_int6_2019_04_02_assnat_1611,53703,œ,0.06999999999999318,66.87,66.94,7,f,j,d,f.œ.j,66.77,67,portefeuille,p.ɔ.ʁ.t.ə.f.œ.j,66.5,67
72524_f10_int13_2022_03_29_CH_0-1554,72524,œ,0.21000000000000085,40.6,40.81,5,t,ʁ,<SIL>,t.œ.ʁ,40.54,40.86,secteur,s.ɛ.k.t.œ.ʁ,40.22,40.86
ANQ104-2,63116,œ,0.0897959183673469,1.6188208616780044,1.7086167800453511,2,f,j,t,f.œ.j,1.5789115646258505,1.738548752834467,feuilleton,f.œ.j.t.ɔ̃,1.5789115646258505,1.958049886621315
41440_f6_int8_20221206_CH_152702,41440,œ,0.13000000000000078,7.92,8.05,2,d,v,ʁ,d.œ.v.ʁ,7.84,8.12,d'oeuvre,d.œ.v.ʁ,7.84,8.12
92562_f2_int2_2022_03_29_CH_0-1142,92562,œ,0.05999999999998806,80.4,80.46,2,n,f,m,n.œ.f,80.36,80.55,neuf,n.œ.f,80.36,80.55
30893_f9_int13_2013_06_12_comm,30893,œ,0.05000000000000071,13.87,13.92,4,l,ʁ,ø,l.œ,13.82,13.92,malheureusement,m.a.l.œ.ʁ.ø.z.m.ɑ̃,13.7,14.33
25012_f9_int12_2022_03_29_assnat_161939,25012,œ,0.1599999999999966,38.81,38.97,2,ʒ,n,<SIL>,ʒ.œ.n,38.73,39.12,jeunes,ʒ.œ.n,38.73,39.12
35429_f17_int23_2010_05_11_comm,35429,œ,0.13000000000000256,34,34.13,4,d,ʁ,s,d.œ.ʁ,33.96,34.17,leaders,ʎ.i.d.œ.ʁ,33.85,34.17
13472_f6_int6_2019_04_29_CCE_0-14_00,13472,œ,0.1599999999999966,35.84,36,7,p,ʁ,c,p.œ.ʁ,35.76,36.06,développeurs,d.e.v.l.ɔ.p.œ.ʁ,35.36,36.06
77464_f3_int4_2010_05_25_assnat_1,77464,œ,0.05000000000000426,44.66,44.71,6,j,ʁ,d,z.j.œ.ʁ,44.55,44.76,plusieurs,p.l.y.z.j.œ.ʁ,44.38,44.76
87557_f3_int4_20230329_CH_114000,87557,œ,0.10999999999999945,24.94,25.05,2,n,f,n,n.œ.f,24.87,25.13,neuf,n.œ.f,24.87,25.13
ANQ023-48,63116,œ,0.0698412698412696,50.268253968253966,50.338095238095235,6,j,ʁ,k,z.j.œ.ʁ,50.17845804988662,50.437868480725626,plusieurs,p.l.y.z.j.œ.ʁ,50.02879818594105,50.437868480725626
52046_f1_int2_2013_04_25_assnat,52046,œ,0.14000000000000057,35.24,35.38,2,l,ʁ,ɡ,l.œ.ʁ,35.21,35.54,leur,l.œ.ʁ,35.21,35.54
ANQ009-4,36683,œ,0.1895691609977348,71.3702947845805,71.55986394557823,1,ɑ̃,v,o,œ.v,71.3702947845805,71.61972789115646,oeuvre,œ.v,71.3702947845805,71.61972789115646
62741_f10_int13_2011_11_04_comm,62741,œ,0.1200000000000001,1.15,1.27,9,t,ʁ,c,t.œ.ʁ,1.11,1.33,agriculteurs,a.ɡ.ʁ.i.k.y.l.t.œ.ʁ,0.9,1.33
18122_f1_int2_2013_05_08_assnat,18122,œ,0.16000000000000014,13.85,14.01,7,t,j,<SIL>,t.œ.j,13.77,14.06,d'argenteuil,d.a.ʁ.ʒ.ɑ̃.t.œ.j,13.29,14.06
99121_f2_int3_2013_02_15_comm_1,99121,œ,0.0799999999999983,38.1,38.18,10,t,ʁ,ʒ,t.œ.ʁ,38.04,38.22,vérificateur,v.e.ʁ.i.f.i.k.a.t.œ.ʁ,37.66,38.22
18122_f14_int28_2013_05_07_assnat,18122,œ,0.1200000000000001,2.56,2.68,4,d,ʁ,a,d.œ.ʁ,2.5,2.74,leader,ʎ.i.d.œ.ʁ,2.33,2.74
67823_f1_int2_20230328_CH_101231,67823,œ,0.10000000000000142,55.92,56.02,7,j,ʁ,ɑ̃,ʁ.j.œ.ʁ,55.78,56.06,supérieur,s.y.p.e.ʁ.j.œ.ʁ,55.58,56.06
ANQ104-26,63116,œ,0.05986394557823127,1.6188208616780044,1.6786848072562357,2,f,j,t,f.œ.j,1.5888888888888888,1.7285714285714284,feuilleton,f.œ.j.t.ɔ̃,1.5888888888888888,1.8782312925170068
92562_f6_int6_2022_03_29_CH_0-1142,92562,œ,0.29999999999999716,20.67,20.97,3,t,ʁ,<SIL>,t.œ.ʁ,20.56,21.06,hauteur,o.t.œ.ʁ,20.4,21.06
ANQ023-69,63116,œ,0.08979591836734357,79.262358276644,79.35215419501134,10,t,ʁ,e,t.œ.ʁ,79.20249433106576,79.40204081632652,collaborateurs,k.o.l.a.b.o.ʁ.a.t.œ.ʁ,78.80340136054421,79.40204081632652
52046_f2_int3_2014_02_12_comm_1,52046,œ,0.1399999999999988,11.13,11.27,2,n,f,<SIL>,n.œ.f,11,11.43,neuf,n.œ.f,11,11.43
90958_f4_int5_20230524_CH_150028,90958,œ,0.0799999999999983,89.22,89.3,7,t,ʁ,d,t.œ.ʁ,89.16,89.37,indicateurs,ɛ̃.d.i.k.a.t.œ.ʁ,88.81,89.37
ANQ023-42,63116,œ,0.07981859410430836,11.61609977324263,11.695918367346938,9,t,ʁ,l,t.œ.ʁ,11.54625850340136,11.755782312925168,législateurs,l.e.ʒ.i.s.l.a.t.œ.ʁ,11.107256235827665,11.755782312925168
ANQ017-13,28553,œ,0.10975056689342466,67.2297052154195,67.33945578231292,4,j,ʁ,n,j.œ.ʁ,67.18979591836735,67.37936507936507,meilleur,m.ɛ.j.œ.ʁ,67.04013605442178,67.37936507936507
57239_f1_int2_2010_05_11_comm,57239,œ,0.05000000000000426,52.4,52.45,4,l,ʁ,ø,l.œ,52.36,52.45,malheureusement,m.a.l.œ.ʁ.ø.z.m.ɑ̃,52.23,52.87
38470_f1_int2_20221208_CH_170017,38470,œ,0.09999999999999964,9.83,9.93,3,n,ʁ,p,n.œ.ʁ,9.8,10.01,honneur,ɔ.n.œ.ʁ,9.72,10.01
76572_f3_int4_2022_03_29_assnat_113608,76572,œ,0.05999999999998806,66.76,66.82,2,p,p,l,p.œ.p.l,66.7,66.91,peuple,p.œ.p.l,66.7,66.91
81785_f3_int4_2019_04_17_CET_0-15_10,81785,œ,0.10999999999999945,46.4,46.51,2,d,v,ʁ,d.œ.v.ʁ,46.3,46.57,d'oeuvre,d.œ.v.ʁ,46.3,46.57
57239_f9_int13_2010_05_11_comm,57239,œ,0.0799999999999983,84.9,84.98,2,s,l,m,s.œ.l,84.72,84.99,seulement,s.œ.l.m.ɑ̃,84.72,85.12
94074_f2_int3_2022_03_29_CH_0-1759,94074,œ,0.0800000000000125,94.32,94.4,3,t,ʁ,d,t.œ.ʁ,94.24,94.47,hauteur,o.t.œ.ʁ,94.11,94.47
ANQ013-1,62741,œ,0.0698412698412696,62.80975056689342,62.87959183673469,6,j,ʁ,f,z.j.œ.ʁ,62.72993197278912,62.939455782312926,plusieurs,p.l.y.z.j.œ.ʁ,62.59024943310658,62.939455782312926
36431_f1_int2_2013_05_07_assnat,36431,œ,0.10000000000000142,8.37,8.47,3,ɔ,ʁ,c,œ.ʁ,8.37,8.59,coeur,k.ɔ.œ.ʁ,8.25,8.59
28915_f5_int6_20230329_CH_161812,28915,œ,0.06999999999999318,87.56,87.63,5,d,ʁ,d,d.œ.ʁ,87.5,87.72,grandeur,ɡ.ʁ.ɑ̃.d.œ.ʁ,87.2,87.72
ANQ023-54,63116,œ,0.15963718820861672,15.018367346938774,15.178004535147393,9,s,ʁ,sp,s.œ.ʁ,14.89863945578231,15.237868480725622,prédécesseur,p.ʁ.e.d.e.s.e.s.œ.ʁ,14.479591836734691,15.237868480725622
93789_f3_int4_2011_11_04_comm,93789,œ,0.12999999999999545,79.31,79.44,4,m,ʁ,s,m.œ.ʁ,79.25,79.52,demeurent,d.ə.m.œ.ʁ,79.1,79.52
98601_f6_int6_2010_09_14_comm,98601,œ,0.0600000000000005,13.77,13.83,2,l,ʁ,m,l.œ.ʁ,13.74,13.86,leur,l.œ.ʁ,13.74,13.86
35429_f7_int8_2010_04_20_comm,35429,œ,0.05000000000000071,30.82,30.87,2,n,f,s,n.œ.f,30.77,30.92,neuf,n.œ.f,30.77,30.92
52260_f5_int7_2022_03_29_assnat_153559,52260,œ,0.07000000000000028,11.95,12.02,2,ʒ,n,ɛ,ʒ.œ,11.89,12.02,jeunesse,ʒ.œ.n.ɛ.s,11.89,12.45
90958_f10_int11_20230524_CH_150028,90958,œ,0.10000000000000007,1.94,2.04,4,j,ʁ,a,j.œ.ʁ,1.91,2.07,meilleur,m.ɛ.j.œ.ʁ,1.84,2.07
46675_f2_int3_2010_05_25_assnat_3,46675,œ,0.1999999999999993,7.84,8.04,4,ʁ,ʁ,c,ʁ.œ.ʁ,7.74,8.16,l'erreur,l.e.ʁ.œ.ʁ,7.53,8.16
18122_f47_int96_2013_05_08_assnat,18122,œ,0.13999999999999968,2.93,3.07,1,z,ʁ,s,œ.ʁ,2.93,3.12,heures,œ.ʁ,2.93,3.12
25012_f5_int7_2022_03_29_assnat_161939,25012,œ,0.09000000000000341,79.99,80.08,4,j,ʁ,k,j.œ.ʁ,79.88,80.14,meilleure,m.ɛ.j.œ.ʁ,79.77,80.14
41792_f7_int11_20221206_CH_204007,41792,œ,0.25,11.72,11.97,3,m,ʁ,<SIL>,m.œ.ʁ,11.66,12.04,humeur,y.m.œ.ʁ,11.59,12.04
65232_f2_int3_2015_11_17_assnat,65232,œ,0.20000000000000284,42.79,42.99,4,ʃ,ʁ,c,ʃ.œ.ʁ,42.57,43.12,pêcheurs,p.ɜ.ʃ.œ.ʁ,42.47,43.12
25012_f3_int5_2022_03_29_assnat_161939,25012,œ,0.10999999999999988,3.6,3.71,1,ɑ̃,ʁ,ø,œ,3.6,3.71,heureuse,œ.ʁ.ø.z,3.6,4.12
ANQ023-15,63116,œ,0.06984126984127048,4.013378684807256,4.083219954648526,2,n,f,i,n.œ.f,3.9235827664399094,4.12312925170068,neuf,n.œ.f,3.9235827664399094,4.12312925170068
85377_f11_int12_2019_04_02_assnat_1540,85377,œ,0.27,3.13,3.4,9,j,ʁ,<SIL>,ʁ.j.œ.ʁ,2.98,3.48,l'extérieur,l.ɛ.k.s.t.e.ʁ.j.œ.ʁ,2.6,3.48
49178_f25_int36_2013_02_13_comm_1,49178,œ,0.1599999999999966,85.34,85.5,7,j,ʁ,p,ʁ.j.œ.ʁ,85.22,85.56,supérieur,s.y.p.e.ʁ.j.œ.ʁ,85.03,85.56
38470_f1_int2_20221208_CH_170017,38470,œ,0.1700000000000017,39.26,39.43,3,ɔ,ʁ,<SIL>,œ.ʁ,39.26,39.51,coeur,k.ɔ.œ.ʁ,39.13,39.51
98601_f5_int5_2010_09_14_comm,98601,œ,0.2699999999999996,28.56,28.83,7,t,ʁ,<SIL>,t.œ.ʁ,28.45,28.88,d'électeurs,d.e.l.ɛ.k.t.œ.ʁ,28.21,28.88
72524_f9_int12_2022_03_29_CH_0-1554,72524,œ,0.2199999999999989,29.3,29.52,2,d,v,ʁ,d.œ.v.ʁ,29.22,29.6,d'oeuvre,d.œ.v.ʁ,29.22,29.6
ANQ015-6,62953,œ,0.3092970521541929,70.76167800453514,71.07097505668933,3,j,ʁ,sp,j.œ.ʁ,70.6718820861678,71.14081632653061,ailleurs,a.j.œ.ʁ,70.50226757369614,71.14081632653061
36431_f4_int5_2013_05_07_assnat,36431,œ,0.09999999999999432,67.62,67.72,8,j,ʁ,d,j.œ.ʁ,67.55,67.79,l'employeur,l.ɑ̃.p.l.w.a.j.œ.ʁ,67.21,67.79
67823_f6_int7_20230328_CH_101231,67823,œ,0.0799999999999983,52.4,52.48,7,j,ʁ,l,ʁ.j.œ.ʁ,52.31,52.51,supérieur,s.y.p.e.ʁ.j.œ.ʁ,52.13,52.51
93789_f3_int4_2011_11_04_comm,93789,œ,0.05000000000001137,77.07,77.12,2,l,ʁ,m,l.œ.ʁ,77,77.22,leurs,l.œ.ʁ,77,77.22
38470_f5_int7_20221208_CH_170017,38470,œ,0.06000000000000227,42.16,42.22,2,s,l,m,s.œ.l,42.09,42.23,seulement,s.œ.l.m.ɑ̃,42.09,42.42
ANQ023-49,63116,œ,0.10975056689342466,47.99342403628118,48.10317460317461,2,l,ʁ,b,l.œ.ʁ,47.913605442176866,48.2827664399093,leur,l.œ.ʁ,47.913605442176866,48.2827664399093
ANQ023-54,63116,y,0.07981859410430658,30.193877551020407,30.273696145124713,2,d,t,ɑ̃,d.y,30.084126984126986,30.273696145124713,du,d.y,30.084126984126986,30.273696145124713
92562_f1_int1_2022_03_29_CH_0-1142,92562,y,0.05000000000000426,46.65,46.7,2,b,dʒ,ɛ,b.y.dʒ,46.61,46.81,budget,b.y.dʒ.ɛ,46.61,46.88
67823_f3_int4_20230328_CH_101231,67823,y,0.08000000000000007,4.88,4.96,5,v,d,i,v.y,4.8,4.96,prévus,p.ʁ.e.v.y,4.6,4.96
51427_f11_int17_2011_04_18_comm,51427,y,0.05000000000000071,25.27,25.32,2,s,ʒ,ɛ,s.y,25.11,25.32,sujet,s.y.ʒ.ɛ,25.11,25.47
93789_f7_int9_2011_11_04_comm,93789,y,0.10999999999999945,56.64,56.75,1,ɑ,o,s,y,56.64,56.75,eu,y,56.64,56.75
35429_f7_int10_2010_05_11_comm,35429,y,0.06999999999999673,25.51,25.58,1,<SIL>,n,s,y.n,25.51,25.63,une,y.n,25.51,25.63
58291_f1_int2_2011_05_10_assnat,58291,y,0.05000000000000071,26.59,26.64,2,d,c,e,d.y,26.46,26.64,du,d.y,26.46,26.64
35429_f4_int5_2010_04_20_comm,35429,y,0.06000000000000227,75.27,75.33,2,ʁ,d,ə,ʁ.y,75.19,75.33,rues,ʁ.y,75.19,75.33
51427_f15_int23_2011_04_18_comm,51427,y,0.07000000000000028,42.16,42.23,3,l,t,u,p.l.y,42.01,42.23,plus,p.l.y,42.01,42.23
90958_f5_int6_20230524_CH_150028,90958,y,0.14000000000000057,10.85,10.99,2,ʒ,ʁ,i,ʒ.y,10.83,10.99,juridique,ʒ.y.ʁ.i.d.i.k,10.83,11.27
98601_f10_int11_2010_09_14_comm,98601,y,0.05999999999999961,4.08,4.14,1,<SIL>,n,a,y,4.08,4.14,unanimement,y.n.a.ɲ.i.m.ɑ̃,4.08,4.56
94074_f2_int3_2022_03_29_CH_0-1759,94074,y,0.06000000000000227,93.88,93.94,2,ʒ,s,k,ʒ.y,93.86,93.94,jusqu'à,ʒ.y.s.k.a,93.86,94.11
81179_f1_int2_20221201_CH_205952,81179,y,0.10999999999999945,77.91,78.02,3,e,s,i,y,77.91,78.02,réussite,ʁ.e.y.s.i.t,77.8,78.45
94074_f6_int7_2022_03_29_CH_0-1759,94074,y,0.14000000000000057,56.04,56.18,4,k,<SIL>,o,k.y,55.9,56.18,vécue,v.e.k.y,55.74,56.18
51296_f1_int2_2006_06_06_assnat,51296,y,0.09999999999999788,23.01,23.11,3,t,d,s,t.y.d,22.93,23.15,études,e.t.y.d,22.87,23.15
ANQ040-20,15476,y,0.08979591836734713,20.08684807256236,20.176643990929705,2,p,b,l,p.y,20.026984126984125,20.176643990929705,publiques,p.y.b.l.i.k,20.026984126984125,20.59569160997732
67823_f6_int7_20230328_CH_101231,67823,y,0.05000000000000426,40.01,40.06,1,t,n,ɡ,y.n,40.01,40.13,une,y.n,40.01,40.13
ANQ084-2,97310,y,0.05986394557823615,45.90816326530612,45.96802721088436,1,l,n,i,y,45.90816326530612,45.96802721088436,unité,y.n.i.t.e,45.90816326530612,46.207482993197274
ANQ028-1,66281,y,0.15963718820861672,16.57482993197279,16.734467120181407,1,ɑ,l,j,y,16.57482993197279,16.734467120181407,eu,y,16.57482993197279,16.734467120181407
85377_f5_int6_2019_04_02_assnat_1540,85377,y,0.05000000000000071,22.36,22.41,3,l,p,œ,p.l.y,22.26,22.41,plus,p.l.y,22.26,22.41
94074_f6_int7_2022_03_29_CH_0-1759,94074,y,0.17999999999999972,61.75,61.93,3,l,<SIL>,a,p.l.y,61.67,61.93,plus,p.l.y,61.67,61.93
51427_f12_int19_2011_04_18_comm,51427,y,0.05999999999999961,4.19,4.25,2,s,f,i,s.y,3.97,4.25,suffisant,s.y.f.i.z.ɑ̃,3.97,4.74
94074_f2_int3_2022_03_29_CH_0-1759,94074,y,0.06000000000000227,46.89,46.95,2,d,ɡ,u,d.y,46.83,46.95,du,d.y,46.83,46.95
35429_f16_int22_2010_05_11_comm,35429,y,0.05000000000001137,71.1,71.15,2,d,ɡ,u,d.y,71.02,71.15,du,d.y,71.02,71.15
41792_f7_int11_20221206_CH_204007,41792,y,0.06000000000000227,98.91,98.97,2,d,t,ʁ,d.y,98.86,98.97,du,d.y,98.86,98.97
ANQ026-2,96194,y,0.05986394557823082,8.892290249433106,8.952154195011337,4,k,ʁ,i,k.y,8.802494331065759,8.952154195011337,sécurité,s.e.k.y.ʁ.i.t.e,8.632879818594104,9.171655328798185
65232_f5_int6_2016_09_12_comm_1,65232,y,0.08000000000000007,14.06,14.14,3,l,z,d,p.l.y.z,13.94,14.2,plus,p.l.y.z,13.94,14.2
58291_f6_int8_2011_05_10_assnat,58291,y,0.08000000000000007,2.67,2.75,4,t,ʁ,ɛ,t.y,2.53,2.75,naturelle,n.a.t.y.ʁ.ɛ.l,2.39,3.22
ANQ004-1,51010,y,0.10975056689342289,14.399773242630385,14.509523809523808,5,e,n,j,y,14.399773242630385,14.509523809523808,vingt-et-unième,v.ɛ̃.t.e.y.n.j.ɛ.m,14.060544217687074,14.758956916099772
66087_f1_int2_2022_03_30_assnat_163210,66087,y,0.05999999999998806,67.76,67.82,4,z,ʁ,f,z.y.ʁ,67.68,68.03,mesure,m.ə.z.y.ʁ,67.53,68.03
ANQ023-72,63116,y,0.05986394557823615,62.08140589569161,62.141269841269846,3,l,s,t,p.l.y.s,61.951700680272104,62.17120181405895,plus,p.l.y.s,61.951700680272104,62.17120181405895
82538_f6_int7_2011_05_13_comm,82538,y,0.05999999999999872,12.46,12.52,2,d,m,a,d.y,12.41,12.52,du,d.y,12.41,12.52
ANQ009-1,36683,y,0.0698412698412696,20.306349206349203,20.376190476190473,2,d,ʁ,ə,d.y,20.226530612244897,20.376190476190473,dû,d.y,20.226530612244897,20.376190476190473
ANQ015-12,62953,y,0.0997732426303859,12.703628117913832,12.803401360544218,2,b,t,e,b.y.t,12.603854875283444,12.833333333333332,but,b.y.t,12.603854875283444,12.833333333333332
94074_f6_int7_2022_03_29_CH_0-1759,94074,y,0.07000000000000006,1.48,1.55,2,d,d,e,d.y,1.41,1.55,du,d.y,1.41,1.55
98601_f6_int6_2010_09_14_comm,98601,y,0.08999999999999986,5.61,5.7,2,ʁ,ʁ,a,ʁ.y,5.47,5.7,rural,ʁ.y.ʁ.a.l,5.47,6.01
ANQ055-7,95698,y,0.07981859410430836,10.089569160997732,10.16938775510204,3,d,k,a,d.y,10.01972789115646,10.16938775510204,éducation,e.d.y.k.a.s.j.ɔ̃,9.959863945578231,10.638321995464851
81179_f1_int2_20221201_CH_205952,81179,y,0.28999999999999204,66.37,66.66,5,l,<SIL>,œ,l.y,66.24,66.66,réélu,ʁ.e.e.l.y,65.92,66.66
49178_f2_int4_2013_02_13_comm_2,49178,y,0.28999999999999915,43.67,43.96,2,s,ʁ,ø,s.y.ʁ,43.46,44.09,sur,s.y.ʁ,43.46,44.09
ANQ082-1,89478,y,0.08979591836734357,44.11224489795919,44.20204081632653,2,p,b,l,p.y,44.00249433106576,44.20204081632653,publiquement,p.y.b.l.i.k.m.ɑ̃,44.00249433106576,44.88049886621315
13472_f7_int7_2019_04_29_CCE_0-14_00,13472,y,0.07000000000000028,17.74,17.81,5,ɡ,l,s,ɡ.y.l,17.66,17.82,virgule,v.i.ʁ.ɡ.y.l,17.5,17.82
51369_f8_int9_2011_05_12_assnat_1,51369,y,0.08000000000000007,1.29,1.37,4,s,l,t,s.y.l,1.21,1.38,consultations,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,1.05,1.73
ANQ092-15,46675,y,0.07981859410430836,12.653741496598638,12.733560090702946,5,m,l,p,m.y.l,12.603854875283444,12.803401360544218,formules,f.ɔ.ʁ.m.y.l,12.37437641723356,12.803401360544218
ANQ015-10,62953,y,0.08979591836734713,28.836961451247163,28.92675736961451,1,ɑ,n,a,y,28.836961451247163,28.92675736961451,unanime,y.n.a.n.i.m,28.836961451247163,29.465532879818593
85377_f8_int9_2019_04_02_assnat_1540,85377,y,0.05000000000000426,47.26,47.31,2,ʒ,s,k,ʒ.y,47.19,47.31,jusqu'à,ʒ.y.s.k.a,47.19,47.49
58291_f14_int17_2011_05_10_assnat,58291,y,0.07000000000000028,46.47,46.54,2,d,m,i,d.y,46.41,46.54,du,d.y,46.41,46.54
67823_f4_int5_20230328_CH_101231,67823,y,0.06000000000000227,58.04,58.1,2,s,p,l,s.y,57.91,58.1,supplémentaires,s.y.p.l.e.m.ɑ̃.t.ɜ.ʁ,57.91,58.76
57487_f5_int10_2017_04_27_comm,57487,y,0.06999999999999318,84.56,84.63,4,z,ʁ,d,z.y.ʁ,84.49,84.71,mesures,m.ə.z.y.ʁ,84.3,84.71
76572_f3_int4_2022_03_29_assnat_113608,76572,y,0.08999999999999986,16.9,16.99,4,k,l,k,k.y.l,16.84,17,recul,ʁ.ə.k.y.l,16.74,17
ANQ092-9,46675,y,0.08979591836735779,67.80839002267574,67.8981859410431,2,t,n,sp,t.y.n,67.69863945578231,68.04784580498865,une,t.y.n,67.69863945578231,68.04784580498865
90245_f8_int16_2006_05_31_assnat,90245,y,0.0799999999999983,19.19,19.27,4,s,l,t,s.y.l,19.09,19.28,consulté,k.ɔ̃.s.y.l.t.e,18.87,19.39
35429_f15_int21_2010_05_11_comm,35429,y,0.05000000000000426,57.15,57.2,2,d,m,ɔ̃,d.y,57.1,57.2,du,d.y,57.1,57.2
ANQ015-5,62953,y,0.05986394557822905,84.46054421768707,84.5204081632653,2,k,l,t,k.y.l,84.41065759637189,84.5702947845805,culturelle,k.y.l.t.y.ʁ.ɛ.l,84.41065759637189,85.05918367346938
ANQ042-8,68585,y,0.05986394557823171,5.120861678004535,5.180725623582767,4,p,t,e,p.y,5.051020408163265,5.180725623582767,député,d.e.p.y.t.e,4.911337868480726,5.320408163265307
49178_f18_int25_2013_02_13_comm_1,49178,y,0.05999999999999517,45.42,45.48,2,k,l,t,k.y.l,45.26,45.49,culturel,k.y.l.t.y.ʁ.ɛ.l,45.26,45.81
49178_f7_int13_2013_02_13_comm_2,49178,y,0.05000000000000426,45.05,45.1,9,t,ʁ,c,t.y.ʁ,44.94,45.15,aquaculture,a.k.w.a.k.y.l.t.y.ʁ,44.48,45.15
66087_f9_int11_2022_03_30_assnat_163210,66087,y,0.14999999999999858,26.43,26.58,3,l,z,v,p.l.y.z,26.37,26.72,plus,p.l.y.z,26.37,26.72
90958_f6_int7_20230524_CH_150028,90958,y,0.120000000000001,13.7,13.82,2,ʒ,ʒ,s,ʒ.y.ʒ,13.62,13.93,juges,ʒ.y.ʒ,13.62,13.93
57239_f24_int31_2010_05_11_comm,57239,y,0.1599999999999966,44.5,44.66,2,ʒ,ʒ,e,ʒ.y,44.41,44.66,juger,ʒ.y.ʒ.e,44.41,44.89
98601_f3_int3_2010_09_14_comm,98601,y,0.0799999999999983,79.19,79.27,4,s,l,t,s.y.l,79.11,79.28,consultation,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,78.95,79.79
30893_f5_int7_2013_06_12_comm,30893,y,0.05999999999999872,22.66,22.72,4,t,d,d,t.y.d,22.54,22.77,l'étude,l.e.t.y.d,22.22,22.77
